thumb,index,middle,ring,pinky,top_finger,bottom_finger
"0.645719,0.801412,-0.020165;0.615961,0.718354,-0.026712;0.617555,0.642681,-0.033363;0.619102,0.576996,-0.038249","0.659437,0.629213,0.005035;0.662722,0.545348,-0.007829;0.663789,0.491427,-0.021607;0.666024,0.447080,-0.031900","0.688220,0.624096,0.002545;0.682509,0.532961,-0.006970;0.678519,0.474445,-0.018538;0.675196,0.427327,-0.026333","0.719383,0.634534,-0.005011;0.715088,0.544968,-0.017064;0.711494,0.490319,-0.025723;0.707531,0.445552,-0.031410","0.755803,0.658792,-0.015531;0.763983,0.596237,-0.026448;0.765384,0.558394,-0.030318;0.764287,0.526382,-0.032243",index2,ring4
"0.646474,0.804263,-0.023502;0.618449,0.717894,-0.030814;0.616255,0.641944,-0.037250;0.612504,0.575329,-0.041822","0.664415,0.618903,0.001047;0.670311,0.533735,-0.011598;0.676530,0.477984,-0.025624;0.683473,0.433159,-0.036180","0.697324,0.615396,-0.000843;0.693107,0.518261,-0.009390;0.691664,0.454812,-0.021219;0.689291,0.405305,-0.029657","0.732206,0.630076,-0.007949;0.736349,0.541756,-0.020041;0.739022,0.488505,-0.029415;0.738744,0.444075,-0.035852","0.769176,0.660208,-0.018209;0.788824,0.597405,-0.029722;0.799825,0.558280,-0.034370;0.807499,0.522353,-0.037234",index2,middle3
"0.641258,0.805369,-0.017768;0.606080,0.718648,-0.020869;0.604017,0.642090,-0.023311;0.602274,0.575308,-0.024067","0.659553,0.627324,0.010876;0.658401,0.546783,0.007480;0.663257,0.501406,0.000642;0.667948,0.462082,-0.006124","0.698935,0.625145,0.008026;0.716736,0.541748,0.005454;0.730829,0.491561,-0.002654;0.740829,0.451401,-0.009291","0.729673,0.640031,0.000164;0.739899,0.555120,-0.009157;0.746835,0.499534,-0.018483;0.751030,0.451727,-0.025240","0.758530,0.663690,-0.009834;0.759779,0.589342,-0.020104;0.759286,0.547931,-0.024479;0.757417,0.511666,-0.027779",pinky5,ring4
"0.639358,0.812875,-0.026884;0.593432,0.737032,-0.035844;0.575645,0.662979,-0.042438;0.566778,0.602493,-0.046779","0.649263,0.627420,-0.009411;0.648550,0.537163,-0.021867;0.652384,0.481850,-0.033677;0.656606,0.438380,-0.042598","0.687553,0.620918,-0.008097;0.695694,0.527008,-0.016549;0.704004,0.467742,-0.025507;0.710884,0.425115,-0.031830","0.723340,0.630256,-0.011810;0.726359,0.538900,-0.023544;0.726650,0.482017,-0.032572;0.727027,0.435356,-0.039107","0.760062,0.656493,-0.018645;0.778118,0.595702,-0.030062;0.787158,0.558426,-0.035583;0.794008,0.526836,-0.039215",middle3,ring4
"0.631701,0.827075,-0.021717;0.586163,0.742155,-0.028231;0.568823,0.668238,-0.034661;0.555805,0.600616,-0.039509","0.632707,0.633266,0.006000;0.635616,0.553186,-0.004876;0.636871,0.504204,-0.017536;0.637087,0.460263,-0.028373","0.666794,0.625480,0.000938;0.674705,0.534445,-0.008426;0.681135,0.475460,-0.020345;0.685539,0.423675,-0.029911","0.695880,0.636369,-0.010256;0.698408,0.546124,-0.025049;0.699928,0.485313,-0.037447;0.699283,0.431269,-0.046169","0.722979,0.658131,-0.024556;0.710792,0.581987,-0.040941;0.698111,0.534154,-0.050502;0.684601,0.491471,-0.057295",middle3,pinky5
"0.625573,0.819402,-0.020928;0.592807,0.734956,-0.027288;0.592118,0.652845,-0.033104;0.586035,0.586697,-0.037269","0.635530,0.630547,0.000780;0.640266,0.543884,-0.011068;0.647237,0.487991,-0.023920;0.655768,0.442203,-0.033179","0.669602,0.623444,-0.000978;0.665954,0.528037,-0.006961;0.663553,0.467101,-0.015834;0.662222,0.418596,-0.022692","0.704037,0.633447,-0.007731;0.707107,0.540079,-0.017117;0.707768,0.486403,-0.024547;0.707498,0.442445,-0.030432","0.740969,0.658263,-0.017508;0.758378,0.590478,-0.027847;0.765866,0.548396,-0.032211;0.770274,0.511029,-0.035065",middle3,index2
"0.614665,0.838491,-0.023027;0.569659,0.753705,-0.030399;0.556552,0.674231,-0.037163;0.546154,0.606132,-0.042303","0.618888,0.638429,0.005679;0.629272,0.552561,-0.006577;0.642968,0.502473,-0.020557;0.656368,0.461271,-0.030974","0.656615,0.636480,0.002883;0.672577,0.544202,-0.006737;0.685533,0.485602,-0.019581;0.695720,0.436640,-0.029402","0.688139,0.648371,-0.006065;0.698211,0.557857,-0.019741;0.702515,0.497675,-0.030793;0.706086,0.448015,-0.037928","0.718368,0.669563,-0.018169;0.714215,0.586569,-0.031150;0.710771,0.534737,-0.037539;0.707867,0.490588,-0.041689",pinky5,middle3
"0.615279,0.831165,-0.019754;0.576053,0.745609,-0.025952;0.563895,0.669700,-0.032575;0.553103,0.602309,-0.037363","0.618733,0.642502,0.006422;0.627482,0.557823,-0.005230;0.634701,0.505311,-0.018640;0.642386,0.461536,-0.028562","0.649189,0.634372,0.002765;0.647278,0.542401,-0.004038;0.647012,0.482619,-0.012418;0.646358,0.437533,-0.018299","0.680623,0.642045,-0.006539;0.673097,0.550518,-0.015312;0.667430,0.492709,-0.020419;0.661772,0.444933,-0.024259","0.717189,0.662494,-0.019344;0.718454,0.588676,-0.027546;0.715894,0.545105,-0.029352;0.711289,0.509330,-0.030329",index2,ring4
"0.613989,0.831628,-0.011743;0.574239,0.737713,-0.009515;0.569568,0.658470,-0.009536;0.565374,0.594246,-0.008232","0.609657,0.653677,0.025649;0.611137,0.584644,0.024759;0.613242,0.536251,0.019216;0.616321,0.497282,0.014036","0.637678,0.644990,0.020652;0.636241,0.566853,0.023611;0.635783,0.514673,0.020517;0.634473,0.469369,0.017508","0.663881,0.649562,0.009791;0.655645,0.571929,0.005436;0.645814,0.523854,0.000414;0.635075,0.483856,-0.003108","0.688782,0.660124,-0.004001;0.669510,0.591579,-0.012221;0.652730,0.551422,-0.016878;0.636992,0.518318,-0.019901",index2,pinky5
"0.664928,0.792854,-0.025961;0.625335,0.710771,-0.032121;0.615865,0.631323,-0.036094;0.608933,0.565064,-0.037525","0.683665,0.607968,-0.000748;0.682265,0.518302,-0.010105;0.683499,0.466594,-0.020877;0.684865,0.422136,-0.029258","0.722400,0.603291,0.002111;0.729050,0.513483,-0.000043;0.732844,0.460152,-0.005258;0.733041,0.420864,-0.009802","0.757466,0.614971,-0.000769;0.757069,0.531285,-0.005212;0.752049,0.479011,-0.009061;0.745917,0.435502,-0.013098","0.793321,0.639495,-0.007553;0.808377,0.581670,-0.012476;0.813332,0.547110,-0.014154;0.817470,0.517477,-0.015669",middle3,ring4
"0.659458,0.797559,-0.019659;0.623573,0.707110,-0.022912;0.614584,0.625440,-0.027515;0.604487,0.553551,-0.030368","0.683723,0.608928,0.022685;0.698961,0.525014,0.015382;0.712930,0.473151,0.002075;0.725718,0.425535,-0.009649","0.720044,0.606788,0.017337;0.728094,0.511273,0.012511;0.734509,0.452997,0.001110;0.738568,0.405409,-0.008645","0.752082,0.622394,0.004825;0.759094,0.530150,-0.006641;0.759530,0.472193,-0.017174;0.758110,0.422029,-0.025150","0.786995,0.648814,-0.011311;0.799311,0.570558,-0.025075;0.800339,0.520840,-0.033080;0.798248,0.474600,-0.039040",ring4,index2
"0.665694,0.788858,-0.013877;0.628902,0.707407,-0.022765;0.625973,0.630938,-0.034809;0.663001,0.601048,-0.044898","0.676644,0.621408,0.011523;0.677100,0.547936,-0.019106;0.667576,0.556630,-0.046061;0.660941,0.587463,-0.059017","0.713326,0.608186,0.004891;0.716272,0.509809,-0.007047;0.713845,0.449534,-0.019426;0.710837,0.402396,-0.027917","0.750176,0.617615,-0.008749;0.758438,0.524973,-0.020479;0.761128,0.467894,-0.028767;0.760125,0.419769,-0.034026","0.786288,0.645527,-0.025092;0.800331,0.579120,-0.030836;0.806206,0.538248,-0.029594;0.808441,0.502670,-0.028585",index2,thumb1
"0.663871,0.791616,-0.014478;0.628381,0.706509,-0.022915;0.627793,0.628684,-0.034761;0.665344,0.599218,-0.044109","0.677683,0.618719,0.015174;0.679891,0.542947,-0.014978;0.671285,0.557460,-0.042034;0.664836,0.590952,-0.055312","0.714538,0.607537,0.008758;0.722009,0.510025,-0.004049;0.721603,0.451225,-0.017329;0.719592,0.403791,-0.026690","0.750067,0.618315,-0.005204;0.759002,0.523413,-0.018358;0.761202,0.465469,-0.027721;0.760223,0.416275,-0.033567","0.785308,0.645997,-0.021998;0.800674,0.574578,-0.028657;0.807146,0.528808,-0.028850;0.810178,0.488133,-0.029062",index2,thumb1
"0.665607,0.782059,-0.019879;0.648410,0.691183,-0.029699;0.668393,0.620970,-0.040852;0.712569,0.596686,-0.049798","0.691481,0.604913,-0.005037;0.700777,0.516379,-0.017414;0.708293,0.465698,-0.025234;0.714920,0.423821,-0.031122","0.727409,0.609536,-0.007557;0.756399,0.519925,-0.026693;0.768831,0.464923,-0.040067;0.779385,0.419150,-0.048081","0.758387,0.625998,-0.013315;0.765302,0.553005,-0.038778;0.736477,0.584500,-0.041046;0.716656,0.617898,-0.035245","0.785746,0.649039,-0.021129;0.800323,0.578743,-0.038251;0.805245,0.532303,-0.041106;0.809165,0.490354,-0.040199",ring4,thumb1
"0.644665,0.793059,-0.010247;0.618503,0.697844,-0.010917;0.630069,0.619435,-0.014645;0.647775,0.559685,-0.017352","0.665094,0.620281,0.023384;0.676646,0.543837,0.018004;0.686920,0.494859,0.010139;0.696671,0.455767,0.003104","0.694015,0.621417,0.015564;0.706365,0.540843,0.010046;0.713428,0.493225,0.001519;0.719242,0.452149,-0.004586","0.718952,0.634619,0.002200;0.725350,0.550556,-0.010229;0.723257,0.496510,-0.020001;0.721075,0.452442,-0.026285","0.742403,0.653685,-0.013321;0.729582,0.583174,-0.027234;0.717386,0.541628,-0.034102;0.707056,0.507868,-0.038438",index2,pinky5
"0.658741,0.781862,-0.012053;0.634331,0.692302,-0.019037;0.630510,0.624385,-0.028113;0.664019,0.595567,-0.036294","0.665689,0.622835,0.010670;0.666377,0.539020,-0.002633;0.668638,0.489639,-0.013882;0.677316,0.444263,-0.024388","0.697503,0.621790,0.002749;0.690871,0.558766,-0.031258;0.679427,0.590965,-0.044826;0.676604,0.624709,-0.043223","0.733322,0.630921,-0.009517;0.735684,0.547858,-0.030667;0.734465,0.491104,-0.038689;0.735401,0.437365,-0.040812","0.769968,0.653130,-0.023310;0.788068,0.604600,-0.030729;0.799163,0.571637,-0.030885;0.807836,0.537605,-0.031103",thumb1,middle3
"0.670767,0.763412,-0.018303;0.651576,0.672509,-0.023008;0.678131,0.605515,-0.028235;0.724530,0.594081,-0.032185","0.676982,0.609281,0.000334;0.680420,0.529796,-0.007285;0.685123,0.483662,-0.013335;0.690133,0.445523,-0.018129","0.711010,0.606851,-0.000020;0.733057,0.525964,-0.008993;0.742984,0.469180,-0.016873;0.751398,0.422120,-0.022028","0.741640,0.616772,-0.004227;0.752894,0.550098,-0.018076;0.739182,0.534160,-0.024587;0.728656,0.526737,-0.025485","0.768874,0.633754,-0.010573;0.777555,0.573744,-0.020634;0.780314,0.531817,-0.024263;0.782954,0.496413,-0.025641",ring4,thumb1
"0.713280,0.750353,-0.005057;0.699765,0.654015,-0.003022;0.727310,0.583922,-0.004835;0.756227,0.533895,-0.006238","0.721962,0.587008,0.033208;0.734042,0.518666,0.025995;0.746785,0.472892,0.011811;0.761533,0.432431,-0.000723","0.751103,0.585492,0.024517;0.755680,0.511556,0.018624;0.763210,0.465334,0.004302;0.771277,0.420611,-0.007234","0.777932,0.598935,0.011022;0.780126,0.523239,0.001168;0.781455,0.475679,-0.005524;0.783658,0.432262,-0.010612","0.809378,0.623473,-0.004699;0.803154,0.553323,-0.013772;0.796827,0.510515,-0.014946;0.790246,0.469902,-0.016046",index2,pinky5
"0.715489,0.764446,-0.018765;0.680116,0.682926,-0.030958;0.663744,0.610019,-0.045643;0.700220,0.574387,-0.056813","0.733485,0.597709,0.007970;0.733781,0.529218,-0.025577;0.720958,0.557057,-0.053795;0.713852,0.594770,-0.066513","0.768756,0.586814,0.004133;0.778544,0.489693,-0.006382;0.780639,0.430472,-0.014533;0.782207,0.382972,-0.019494","0.804663,0.599586,-0.007783;0.815563,0.513146,-0.018031;0.819896,0.462483,-0.020760;0.820547,0.421478,-0.020756","0.837853,0.631005,-0.023213;0.856035,0.568120,-0.026087;0.866808,0.531124,-0.020718;0.874484,0.502093,-0.015771",thumb1,index2
"0.696502,0.761962,-0.018982;0.681936,0.668184,-0.025489;0.710453,0.596834,-0.032501;0.756926,0.579334,-0.037299","0.714207,0.592499,-0.002592;0.721115,0.505993,-0.009988;0.727777,0.458386,-0.014317;0.732448,0.418863,-0.018668","0.751075,0.594106,-0.003437;0.779507,0.506504,-0.016187;0.791404,0.450150,-0.025539;0.801018,0.406046,-0.032125","0.782868,0.610111,-0.007476;0.791165,0.538546,-0.026545;0.765351,0.561429,-0.027567;0.747326,0.587815,-0.023163","0.811228,0.634306,-0.013690;0.828236,0.571295,-0.027453;0.837003,0.528743,-0.030081;0.845351,0.489443,-0.030269",ring4,thumb1
"0.675324,0.767518,-0.014833;0.656769,0.676121,-0.016835;0.670831,0.598236,-0.020404;0.685399,0.535331,-0.022452","0.703766,0.598892,0.020859;0.717386,0.522340,0.011292;0.731487,0.473238,-0.002343;0.747551,0.430832,-0.013008","0.733726,0.597156,0.016206;0.742225,0.507949,0.009453;0.751316,0.453781,-0.001645;0.761706,0.409888,-0.009740","0.762509,0.611235,0.005796;0.769950,0.522511,-0.005008;0.773690,0.465893,-0.012679;0.778649,0.418313,-0.017863","0.795517,0.637330,-0.007545;0.808242,0.565618,-0.017252;0.812991,0.519910,-0.020122;0.815982,0.478515,-0.021970",ring4,index2
"0.667242,0.773983,-0.017954;0.636591,0.684595,-0.020608;0.635879,0.604210,-0.023802;0.637121,0.539879,-0.025533","0.692818,0.600630,0.014432;0.710814,0.524097,0.005837;0.724625,0.478651,-0.006534;0.736639,0.438323,-0.016791","0.726142,0.600289,0.011088;0.738650,0.514797,0.004069;0.746651,0.463769,-0.007251;0.751822,0.421173,-0.016113","0.755550,0.614137,0.002130;0.766782,0.529186,-0.010001;0.769227,0.476050,-0.019127;0.769639,0.429380,-0.025462","0.787256,0.639154,-0.009621;0.805875,0.566977,-0.021617;0.815148,0.521339,-0.026777;0.820930,0.479026,-0.030288",ring4,middle3
"0.668302,0.775176,-0.019290;0.640367,0.684527,-0.023494;0.641841,0.606046,-0.028731;0.644785,0.538434,-0.032094","0.697106,0.599171,0.016198;0.714689,0.521697,0.005233;0.730864,0.474586,-0.009255;0.746761,0.430108,-0.021489","0.731657,0.597360,0.011940;0.743319,0.509431,0.002347;0.754236,0.455204,-0.010270;0.763460,0.408076,-0.020165","0.762041,0.613625,0.001218;0.770751,0.526518,-0.014161;0.771483,0.473633,-0.024789;0.770817,0.427089,-0.031753","0.795933,0.643712,-0.012683;0.811394,0.571911,-0.028871;0.813651,0.524576,-0.037411;0.811250,0.480476,-0.043052",ring4,index2
"0.668187,0.783595,-0.012352;0.642430,0.690338,-0.017066;0.653846,0.619855,-0.024387;0.682936,0.573528,-0.031123","0.693780,0.593591,0.012787;0.708539,0.517885,-0.000328;0.722947,0.471089,-0.015844;0.738499,0.431169,-0.028866","0.722041,0.596372,0.003493;0.737358,0.508431,-0.008074;0.750013,0.453451,-0.022450;0.762655,0.405436,-0.033737","0.745901,0.614909,-0.010914;0.755109,0.526430,-0.025774;0.759708,0.470877,-0.037036;0.764612,0.423016,-0.045331","0.769050,0.645610,-0.027930;0.765700,0.572927,-0.043449;0.759429,0.525594,-0.051848;0.752766,0.483213,-0.058107",pinky5,index2
"0.668190,0.793480,-0.018870;0.637360,0.690727,-0.023244;0.631278,0.610251,-0.028437;0.621079,0.542762,-0.032402","0.684755,0.601835,0.007996;0.701830,0.522085,-0.005397;0.718763,0.474007,-0.019709;0.734702,0.431857,-0.031331","0.718347,0.601434,0.001801;0.737685,0.509685,-0.009921;0.753573,0.451953,-0.023165;0.765696,0.402566,-0.033272","0.745538,0.618441,-0.010470;0.754454,0.524522,-0.027849;0.758475,0.465902,-0.041213;0.760390,0.416635,-0.050187","0.771282,0.646568,-0.025501;0.766879,0.570374,-0.044201;0.759995,0.521195,-0.055241;0.752705,0.478514,-0.062874",pinky5,index2
"0.648701,0.790919,-0.012404;0.630475,0.700335,-0.015727;0.641077,0.627302,-0.021760;0.648644,0.565626,-0.027185","0.667763,0.618865,0.014305;0.676398,0.537281,-0.000123;0.688453,0.487850,-0.016154;0.703618,0.445741,-0.028069","0.692985,0.619361,0.006760;0.700962,0.529848,-0.006159;0.713034,0.472615,-0.021811;0.727623,0.425264,-0.033038","0.715636,0.633880,-0.005822;0.716172,0.548370,-0.020455;0.713658,0.498198,-0.031378;0.714571,0.458250,-0.038468","0.738554,0.657623,-0.021025;0.729557,0.587139,-0.035148;0.720372,0.540800,-0.042224;0.712680,0.502059,-0.046759",index2,pinky5
"0.638037,0.799972,-0.023936;0.606049,0.711829,-0.032212;0.607295,0.632386,-0.039183;0.605364,0.559764,-0.045240","0.652917,0.612253,-0.006443;0.650323,0.519122,-0.022195;0.654126,0.465141,-0.037040;0.660701,0.415733,-0.048177","0.694081,0.607989,-0.010022;0.702674,0.510827,-0.023192;0.710772,0.450969,-0.038366;0.720164,0.399447,-0.049999","0.728232,0.624042,-0.018749;0.746045,0.534556,-0.035376;0.759154,0.475184,-0.048679;0.771362,0.422947,-0.058093","0.758238,0.652233,-0.030216;0.761379,0.574913,-0.046632;0.759592,0.524500,-0.054521;0.757518,0.477821,-0.060034",ring4,pinky5
"0.621869,0.811690,-0.025027;0.593250,0.711085,-0.033838;0.595847,0.626353,-0.042207;0.592854,0.552801,-0.049652","0.657675,0.618283,-0.001620;0.687946,0.533821,-0.021433;0.714003,0.485106,-0.040798;0.739266,0.441321,-0.055191","0.692256,0.625198,-0.005842;0.723924,0.531111,-0.021359;0.749854,0.473768,-0.037462;0.773845,0.422441,-0.049711","0.719068,0.649890,-0.016375;0.743198,0.555540,-0.035198;0.761958,0.496349,-0.047704;0.779499,0.443536,-0.056225","0.745855,0.688458,-0.030279;0.755788,0.611114,-0.048684;0.758280,0.561974,-0.057360;0.759239,0.516719,-0.063200",middle3,pinky5
"0.622898,0.813904,-0.016923;0.594220,0.712945,-0.021210;0.596154,0.632571,-0.026625;0.587544,0.561262,-0.031178","0.647574,0.611958,0.010228;0.661886,0.525059,-0.001676;0.676477,0.471951,-0.016005;0.690094,0.425305,-0.028338","0.682465,0.613543,0.001717;0.699646,0.518010,-0.007898;0.714062,0.457648,-0.022358;0.724995,0.405800,-0.034552","0.709799,0.634064,-0.012742;0.727146,0.536674,-0.028109;0.736835,0.472404,-0.043210;0.742004,0.417304,-0.055084","0.735875,0.667216,-0.029931;0.733656,0.588647,-0.048948;0.723706,0.540485,-0.061326;0.710120,0.498104,-0.070762",middle3,pinky5
"0.644639,0.780772,-0.018130;0.613067,0.708450,-0.029228;0.604280,0.641291,-0.042671;0.636419,0.608764,-0.053414","0.679298,0.630737,0.009290;0.680369,0.562875,-0.021678;0.664108,0.588004,-0.048855;0.653665,0.625985,-0.061929","0.714482,0.622558,0.005324;0.725400,0.532369,-0.006477;0.726242,0.476096,-0.018883;0.726568,0.427182,-0.027433","0.748625,0.635002,-0.006066;0.763219,0.548052,-0.018589;0.769607,0.493801,-0.026765;0.772291,0.445764,-0.031255","0.779707,0.665181,-0.020307;0.799738,0.606167,-0.027222;0.810726,0.568736,-0.026151;0.818796,0.535197,-0.024533",index2,thumb1
"0.656163,0.770821,-0.012221;0.647308,0.669837,-0.012459;0.674034,0.595665,-0.013502;0.715127,0.561614,-0.014152","0.677611,0.631858,0.007159;0.685328,0.551196,0.003488;0.695282,0.505386,-0.000218;0.703692,0.464724,-0.006160","0.710098,0.632199,0.002144;0.735789,0.553144,-0.002646;0.753890,0.513388,-0.008721;0.767150,0.480909,-0.014064","0.736287,0.648269,-0.006872;0.756555,0.558501,-0.021353;0.764635,0.500796,-0.035724;0.769754,0.455258,-0.046772","0.760971,0.673451,-0.016930;0.753893,0.618111,-0.034677;0.732796,0.598808,-0.044765;0.710843,0.588933,-0.052869",thumb1,pinky5
"0.637923,0.774209,-0.013172;0.622452,0.682120,-0.012734;0.636806,0.602763,-0.013305;0.652473,0.537420,-0.012702","0.671372,0.614017,0.021763;0.675232,0.533933,0.015456;0.681233,0.487644,0.004801;0.689201,0.444003,-0.004015","0.708160,0.612650,0.016433;0.712762,0.520180,0.009306;0.719940,0.463232,-0.004880;0.727982,0.412656,-0.015451","0.741076,0.631540,0.005985;0.774440,0.553096,-0.010161;0.799696,0.502967,-0.023482;0.820142,0.460803,-0.030890","0.772689,0.661151,-0.005960;0.791864,0.583049,-0.018889;0.804684,0.535950,-0.023259;0.817171,0.491712,-0.026022",ring4,pinky5
"0.661376,0.772054,-0.004797;0.651191,0.674206,-0.006299;0.661672,0.608389,-0.011351;0.681770,0.600560,-0.016678","0.696125,0.617866,0.019917;0.710883,0.540126,0.012531;0.720291,0.491024,0.002575;0.730858,0.446444,-0.007867","0.728068,0.624774,0.009056;0.734522,0.557574,-0.017127;0.720711,0.573712,-0.032254;0.707752,0.598743,-0.034027","0.760439,0.639748,-0.004719;0.777321,0.562591,-0.017671;0.786951,0.513846,-0.023295;0.794325,0.474746,-0.025142","0.790643,0.666209,-0.020122;0.803750,0.612649,-0.020696;0.810994,0.578996,-0.016880;0.815853,0.550488,-0.015110",middle3,thumb1
"0.656501,0.772285,-0.008290;0.650498,0.675395,-0.008338;0.674576,0.603945,-0.011303;0.694455,0.545699,-0.013512","0.708786,0.604162,0.025627;0.731557,0.538330,0.017617;0.752568,0.496894,0.004107;0.774786,0.461705,-0.007048","0.734424,0.609969,0.017623;0.753130,0.535683,0.011873;0.770471,0.488913,0.000222;0.788957,0.450120,-0.008978","0.755342,0.631214,0.004403;0.771917,0.550737,-0.005531;0.783547,0.502419,-0.012446;0.796095,0.462301,-0.017476","0.776674,0.663210,-0.011345;0.784289,0.591582,-0.022639;0.785181,0.545240,-0.027247;0.785472,0.503896,-0.030297",pinky5,index2
"0.642813,0.774633,-0.010691;0.619987,0.682991,-0.015369;0.624443,0.612877,-0.021976;0.663205,0.602540,-0.028257","0.670332,0.618879,0.012138;0.679646,0.537502,0.002996;0.685741,0.487519,-0.008083;0.696679,0.444118,-0.019140","0.703013,0.624043,0.004818;0.712402,0.553797,-0.021366;0.695067,0.559103,-0.037240;0.681638,0.580922,-0.039844","0.736582,0.638305,-0.005810;0.752946,0.561453,-0.019377;0.757792,0.508197,-0.029551;0.762823,0.466724,-0.034668","0.769274,0.667167,-0.018321;0.793155,0.619161,-0.022115;0.806653,0.587272,-0.024602;0.818864,0.559865,-0.027261",middle3,thumb1
"0.628155,0.788271,-0.015337;0.611990,0.687214,-0.016566;0.627665,0.610008,-0.018555;0.632093,0.542431,-0.020045","0.666719,0.614286,0.009177;0.682125,0.535624,-0.000738;0.693972,0.486633,-0.012837;0.705156,0.440860,-0.023772","0.699037,0.617632,0.002665;0.721713,0.533604,-0.006051;0.740084,0.479767,-0.018965;0.756225,0.432356,-0.029642","0.722271,0.639067,-0.009002;0.742368,0.551656,-0.023697;0.758124,0.495373,-0.037267;0.769983,0.444773,-0.047335","0.742692,0.671598,-0.022938;0.746050,0.597422,-0.040458;0.743932,0.550163,-0.051055;0.739575,0.506964,-0.058863",middle3,pinky5
